Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775523428,500,,Aggregated,344.200000,0.000000,36,71,100,130,220,540,2000,2200,3000,3400,3400,25733,3087,36,149.73667958651143,2.0661000162363052,3434.9775000009686,1494.463607041542
1775523429,500,,Aggregated,334.300000,0.000000,38,72,100,120,220,530,2000,2200,2900,3400,3400,26136,3087,38,148.82880818029753,2.0661000162363052,3434.9775000009686,1495.3081573308846
1775523430,500,,Aggregated,335.700000,0.000000,37,71,100,120,220,520,2000,2200,2900,3400,3400,26520,3087,37,147.13589866891633,2.0661000162363052,3434.9775000009686,1499.2004524886877
1775523431,500,,Aggregated,341.400000,0.000000,38,72,100,120,220,510,2000,2200,2900,3400,3400,26886,3087,38,146.5070750390532,2.0661000162363052,3434.9775000009686,1501.7656401100944
1775523432,500,,Aggregated,344.000000,0.000000,39,75,110,130,230,490,1900,2200,2900,3400,3400,27248,3087,39,147.6708639386706,2.0661000162363052,3434.9775000009686,1503.400396359366
1775523433,500,,Aggregated,338.200000,0.000000,40,75,110,130,230,460,1900,2200,2900,3400,3400,27658,3087,40,146.52722844752742,2.0661000162363052,3434.9775000009686,1504.7976715597656
1775523434,500,,Aggregated,349.000000,0.000000,40,73,110,130,230,460,1900,2200,2900,3400,3400,28040,3087,40,145.1201585128926,2.0661000162363052,3434.9775000009686,1507.1480741797432
1775523435,500,,Aggregated,353.500000,0.000000,41,72,110,130,220,440,1900,2200,2900,3400,3400,28442,3087,41,143.90991037202625,2.0661000162363052,3434.9775000009686,1508.2817664018
1775523436,500,,Aggregated,356.000000,0.000000,40,71,100,130,220,440,1900,2200,2900,3400,3400,28841,3087,40,142.40419410912898,2.0661000162363052,3434.9775000009686,1510.2166707118338
1775523437,500,,Aggregated,358.600000,0.000000,40,70,100,120,220,440,1900,2200,2900,3400,3400,29236,3087,40,141.08191949654366,2.0661000162363052,3434.9775000009686,1513.5120399507457
1775523438,500,,Aggregated,360.600000,0.000000,41,72,100,130,220,430,1900,2200,2900,3400,3400,29607,3087,41,140.80206146184656,2.0661000162363052,3434.9775000009686,1514.0515418650996
1775523439,500,,Aggregated,362.200000,0.000000,41,71,100,120,220,430,1900,2200,2900,3400,3400,29968,3087,41,139.63752176657647,2.0661000162363052,3434.9775000009686,1518.6772223705286
1775523440,500,,Aggregated,361.000000,0.000000,41,70,100,120,210,430,1900,2100,2900,3400,3400,30341,3087,41,138.41832962990534,2.0661000162363052,3434.9775000009686,1520.4018984212782
1775523441,500,,Aggregated,364.100000,0.000000,42,73,110,130,220,420,1900,2100,2900,3400,3400,30731,3087,42,139.06808110051367,2.0661000162363052,3434.9775000009686,1524.9709088542513
1775523442,500,,Aggregated,361.900000,0.000000,42,73,110,130,220,420,1900,2100,2900,3400,3400,31149,3087,42,138.25144320523398,2.0661000162363052,3434.9775000009686,1528.8423705415905
